region_name,country,income,agency,channel,dac_category,fiscal_year,amt
Western Hemisphere,Bolivia,LMIC,USAID,NGO,Health and Population,2008,109625.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Governance,2008,520139.0
Western Hemisphere,Mexico,UMIC,IAF,NGO,Education,2020,29131.0
Western Hemisphere,Haiti,LIC,USAID,Multilateral,Agriculture,2019,24651.0
Western Hemisphere,Bolivia,LMIC,USAID,Government,Commodity Assistance,1992,487939.0
Western Hemisphere,Guatemala,UMIC,PC,Government,Governance,2011,23194.0
Western Hemisphere,Brazil,UMIC,STATE,Government,Governance,2005,25805.0
Western Hemisphere,Honduras,LMIC,USAID,NGO,Commodity Assistance,2004,472051.0
Western Hemisphere,El Salvador,LMIC,USAID,Multilateral,Humanitarian,2020,2941925.0
Western Hemisphere,Mexico,UMIC,DOI,NGO,Other,2008,185676.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Administrative Costs,2013,2681.0
Western Hemisphere,Cuba,UMIC,STATE,NGO,Governance,1996,86614.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Commodity Assistance,2002,259800.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Governance,2009,8495.0
Western Hemisphere,Panama,HIC,USAID,Enterprises,Health and Population,2002,24931.0
Western Hemisphere,Guatemala,UMIC,AGR,Government,Commodity Assistance,2002,8733950.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Other,2008,2839224.0
Western Hemisphere,Belize,UMIC,DOD,Government,Health and Population,2014,59589.0
Western Hemisphere,Guatemala,UMIC,USAID,Government,Administrative Costs,2014,1192.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Other,2004,48703.0
Western Hemisphere,Nicaragua,LMIC,MCC,Government,Other,2007,20195.0
Western Hemisphere,Haiti,LIC,USAID,Government,Other,1962,4630706.0
Western Hemisphere,Jamaica,UMIC,USAID,Government,Health and Population,2005,5815.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Other,2002,6233.0
Western Hemisphere,St. Lucia,UMIC,DOD,Government,Governance,2006,361322.0
Western Hemisphere,Cuba,UMIC,USAID,Government,Administrative Costs,2020,14710.0
Western Hemisphere,Paraguay,UMIC,USAID,NGO,Economic Growth,2012,128451.0
Western Hemisphere,Mexico,UMIC,STATE,Universities and Research Institutes,Governance,2015,214210.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Economic Growth,2018,122328.0
Western Hemisphere,Ecuador,UMIC,USAID,Enterprises,Administrative Costs,2013,1001.0
Western Hemisphere,Dominican Republic,UMIC,DOD,Government,Health and Population,2016,69007.0
Western Hemisphere,Cuba,UMIC,USAID,Government,Administrative Costs,2010,35575.0
Western Hemisphere,Panama,HIC,STATE,Government,Other,2017,89282.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Administrative Costs,2007,14483.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Administrative Costs,2011,316819.0
Western Hemisphere,El Salvador,LMIC,USAID,Government,Administrative Costs,2010,153183.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Education,2006,89559.0
Western Hemisphere,Honduras,LMIC,USAID,Multilateral,Governance,2014,82957.0
Western Hemisphere,Bolivia,LMIC,STATE,NGO,Governance,2016,47742.0
Western Hemisphere,Guatemala,UMIC,USAID,Government,Commodity Assistance,1995,81513.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Government,Governance,2006,216724.0
Western Hemisphere,Guyana,UMIC,STATE,Government,Governance,2001,112685.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Other,2017,1304334.0
Western Hemisphere,Guatemala,UMIC,USAID,Government,Health and Population,2017,3459.0
Western Hemisphere,Cuba,UMIC,STATE,NGO,Governance,2018,229494.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Governance,2006,31437.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Governance,2019,2381389.0
Western Hemisphere,Uruguay,HIC,USAID,Government,Other,1953,1557618.0
Western Hemisphere,Honduras,LMIC,MCC,Government,Agriculture,2007,609.0
Western Hemisphere,Argentina,UMIC,STATE,NGO,Economic Growth,2014,149400.0
Western Hemisphere,Bolivia,LMIC,USAID,NGO,Commodity Assistance,2007,89036.0
Western Hemisphere,Peru,UMIC,USAID,Church and Faith Based,Commodity Assistance,2002,4334396.0
Western Hemisphere,Bolivia,LMIC,DHS,Government,Economic Growth,2004,39889.0
Western Hemisphere,El Salvador,LMIC,USAID,Enterprises,Administrative Costs,2021,28233.0
Western Hemisphere,Guatemala,UMIC,USAID,Government,Humanitarian,1999,23984.0
Western Hemisphere,Colombia,UMIC,USAID,Enterprises,Administrative Costs,2020,112013.0
Western Hemisphere,Colombia,UMIC,HHS,Multilateral,Health and Population,2010,201615.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2015,59383.0
Western Hemisphere,Guatemala,UMIC,USAID,Church and Faith Based,Commodity Assistance,2009,23930.0
Western Hemisphere,Bolivia,LMIC,USAID,NGO,Commodity Assistance,2006,62763.0
Western Hemisphere,Jamaica,UMIC,PC,Government,Health and Population,2012,1707.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2020,589057.0
Western Hemisphere,Ecuador,UMIC,USAID,Enterprises,Administrative Costs,2011,117204.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2009,1724307.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Health and Population,2020,1863219.0
Western Hemisphere,Colombia,UMIC,TDA,Enterprises,Infrastructure,2010,209728.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Other,2014,13191.0
Western Hemisphere,Colombia,UMIC,USAID,Multilateral,Governance,2016,530822.0
Western Hemisphere,Venezuela,UMIC,USAID,Enterprises,Administrative Costs,2014,112600.0
Western Hemisphere,Belize,UMIC,DOD,Government,Governance,2018,985222.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Administrative Costs,2015,168925.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Administrative Costs,2016,510.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2011,29592.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Governance,2011,18266.0
Western Hemisphere,Brazil,UMIC,DOE,Government,Infrastructure,2018,107037.0
Western Hemisphere,Trinidad and Tobago,HIC,DOD,Government,Governance,2018,29943.0
Western Hemisphere,Nicaragua,LMIC,STATE,NGO,Governance,2014,52005.0
Western Hemisphere,Panama,HIC,USAID,Government,Administrative Costs,2001,983950.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Governance,2009,1314.0
Western Hemisphere,Mexico,UMIC,TDA,Enterprises,Economic Growth,2007,96382.0
Western Hemisphere,Bolivia,LMIC,STATE,NGO,Governance,2007,54836.0
Western Hemisphere,Guatemala,UMIC,USAID,NGO,Economic Growth,2017,853798.0
Western Hemisphere,Panama,HIC,USAID,Government,Other,1997,4119359.0
Western Hemisphere,Bolivia,LMIC,TREAS,Government,Governance,2005,709649.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Economic Growth,2008,6994.0
Western Hemisphere,Mexico,UMIC,USAID,Multilateral,Governance,2010,163629.0
Western Hemisphere,Honduras,LMIC,USAID,Government,Education,2009,53624.0
Western Hemisphere,Paraguay,UMIC,USAID,Enterprises,Administrative Costs,2017,774.0
Western Hemisphere,Brazil,UMIC,DOD,Government,Other,1967,5179793.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Health and Population,2004,4219.0
Western Hemisphere,Jamaica,UMIC,USAID,Public and Private Partnerships,Other,2006,375075.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Administrative Costs,2007,24553.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Health and Population,2014,50479.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Health and Population,2011,17189.0
Western Hemisphere,Guyana,UMIC,PC,Government,Health and Population,2006,161919.0
Western Hemisphere,Colombia,UMIC,STATE,Multilateral,Governance,2004,99722.0
Western Hemisphere,Ecuador,UMIC,STATE,Government,Governance,2012,779879.0
Western Hemisphere,Honduras,LMIC,AGR,Government,Agriculture,2016,4356.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Agriculture,2004,241951.0
Western Hemisphere,Nicaragua,LMIC,MCC,Government,Other,2012,3599.0
Western Hemisphere,Colombia,UMIC,USAID,Government,Commodity Assistance,1993,694058.0
Western Hemisphere,Guatemala,UMIC,USAID,Universities and Research Institutes,Agriculture,2014,504983.0
Western Hemisphere,Haiti,LIC,USAID,Government,Administrative Costs,2016,3192861.0
Western Hemisphere,Nicaragua,LMIC,USAID,NGO,Economic Growth,2002,23075.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Health and Population,2002,97224.0
Western Hemisphere,Nicaragua,LMIC,USAID,Government,Commodity Assistance,1995,163965.0
Western Hemisphere,Colombia,UMIC,USAID,Enterprises,Governance,2014,15804.0
Western Hemisphere,Panama,HIC,IAF,Enterprises,Agriculture,2007,120891.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Agriculture,2015,2945381.0
Western Hemisphere,Panama,HIC,USAID,Government,Other,1982,18727957.0
Western Hemisphere,Colombia,UMIC,IAF,NGO,Governance,2016,91938.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Humanitarian,2010,642829.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Governance,2005,7477.0
Western Hemisphere,Guatemala,UMIC,USAID,Government,Humanitarian,1997,569316.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Health and Population,2010,188686.0
Western Hemisphere,El Salvador,LMIC,DOJ,Government,Governance,2011,29106.0
Western Hemisphere,El Salvador,LMIC,IAF,NGO,Economic Growth,2007,309752.0
Western Hemisphere,Honduras,LMIC,USAID,Government,Administrative Costs,2001,2743512.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Health and Population,2014,2276.0
Western Hemisphere,Bolivia,LMIC,USAID,NGO,Governance,2010,74480.0
Western Hemisphere,Colombia,UMIC,PC,Government,Governance,2017,117183.0
Western Hemisphere,Guatemala,UMIC,HHS,Government,Health and Population,2012,56230.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Humanitarian,2008,1304.0
Western Hemisphere,Uruguay,HIC,AGR,Government,Other,1973,29934070.0
Western Hemisphere,Nicaragua,LMIC,USAID,NGO,Health and Population,2016,1349509.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Administrative Costs,2021,48035.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Health and Population,2003,477260.0
Western Hemisphere,Haiti,LIC,USAID,Church and Faith Based,Humanitarian,2017,1043131.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Health and Population,2015,27608.0
Western Hemisphere,Bolivia,LMIC,USAID,NGO,Health and Population,2008,845273.0
Western Hemisphere,Mexico,UMIC,IAF,NGO,Education,2016,73174.0
Western Hemisphere,Venezuela,UMIC,USAID,Enterprises,Administrative Costs,2013,55166.0
Western Hemisphere,Nicaragua,LMIC,MCC,Government,Administrative Costs,2011,1072067.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Administrative Costs,2003,3645.0
Western Hemisphere,Paraguay,UMIC,USAID,NGO,Other,2009,290782.0
Western Hemisphere,Bolivia,LMIC,USAID,Government,Commodity Assistance,2000,126878.0
Western Hemisphere,El Salvador,LMIC,USAID,Church and Faith Based,Agriculture,2002,153145.0
Western Hemisphere,Honduras,LMIC,AGR,Government,Commodity Assistance,2006,243797.0
Western Hemisphere,Mexico,UMIC,STATE,Government,Governance,2012,6748.0
Western Hemisphere,Colombia,UMIC,STATE,Government,Governance,2006,1210228542.0
Western Hemisphere,Panama,HIC,USAID,Government,Humanitarian,2005,27741.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Agriculture,2016,10779.0
Western Hemisphere,Ecuador,UMIC,USAID,Enterprises,Administrative Costs,2011,38503.0
Western Hemisphere,Jamaica,UMIC,USAID,Government,Health and Population,2005,201060.0
Western Hemisphere,Ecuador,UMIC,USAID,Enterprises,Humanitarian,2008,6872.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Other,2017,6574.0
Western Hemisphere,Bolivia,LMIC,IAF,NGO,Governance,2004,28348.0
Western Hemisphere,Haiti,LIC,DOD,Government,Governance,1979,589104.0
Western Hemisphere,Colombia,UMIC,USAID,NGO,Humanitarian,2018,2628222.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Other,2007,754659.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Governance,2015,19635.0
Western Hemisphere,Dominican Republic,UMIC,DOE,Government,Infrastructure,2012,483031.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2018,828.0
Western Hemisphere,Haiti,LIC,USAID,Multilateral,Humanitarian,2009,2357652.0
Western Hemisphere,El Salvador,LMIC,USAID,Enterprises,Administrative Costs,2016,63108.0
Western Hemisphere,Haiti,LIC,STATE,NGO,Governance,2011,81141.0
Western Hemisphere,Bahamas,HIC,STATE,Government,Governance,2007,49949.0
Western Hemisphere,Mexico,UMIC,DOI,Government,Other,2004,332407.0
Western Hemisphere,Ecuador,UMIC,PC,Government,Health and Population,2010,90484.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2020,7732.0
Western Hemisphere,Ecuador,UMIC,IAF,NGO,Agriculture,2016,58756.0
Western Hemisphere,Honduras,LMIC,USAID,Multilateral,Humanitarian,2001,32679.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Governance,2006,500100.0
Western Hemisphere,Grenada,UMIC,DOD,Government,Governance,2004,570411.0
Western Hemisphere,Peru,UMIC,USAID,Multilateral,Health and Population,2011,45837.0
Western Hemisphere,Nicaragua,LMIC,USAID,Government,Commodity Assistance,1999,128749.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2020,312020.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2020,44077.0
Western Hemisphere,Guatemala,UMIC,USAID,Government,Commodity Assistance,1995,1548594.0
Western Hemisphere,Colombia,UMIC,USAID,Enterprises,Governance,2010,164798.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Administrative Costs,2015,46144.0
Western Hemisphere,Colombia,UMIC,USAID,Government,Administrative Costs,2008,741.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Administrative Costs,2018,169359.0
Western Hemisphere,Venezuela,UMIC,USAID,Enterprises,Administrative Costs,2020,282452.0
Western Hemisphere,Belize,UMIC,PC,Government,Education,2019,30022.0
Western Hemisphere,Paraguay,UMIC,USAID,NGO,Governance,2001,439206.0
Western Hemisphere,Guyana,UMIC,USAID,Enterprises,Health and Population,2009,1611.0
Western Hemisphere,Honduras,LMIC,USAID,Multilateral,Commodity Assistance,2003,311920.0
Western Hemisphere,Haiti,LIC,USAID,Government,Commodity Assistance,1995,320264.0
Western Hemisphere,Honduras,LMIC,USAID,Government,Governance,2006,1544.0
Western Hemisphere,Ecuador,UMIC,PC,Government,Education,2017,38575.0
Western Hemisphere,Colombia,UMIC,USAID,Government,Administrative Costs,2016,3685.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Health and Population,2015,340694.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Commodity Assistance,2009,523988.0
Western Hemisphere,Panama,HIC,DOD,Government,Governance,2006,62746.0
Western Hemisphere,Mexico,UMIC,USAID,Government,Administrative Costs,2010,30856.0
Western Hemisphere,Jamaica,UMIC,PC,Government,Other,2019,24155.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Health and Population,2017,127053.0
Western Hemisphere,Panama,HIC,USAID,Enterprises,Administrative Costs,2010,289166.0
Western Hemisphere,Belize,UMIC,DOD,Government,Governance,2017,5145767.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2017,1237.0
Western Hemisphere,Peru,UMIC,USAID,Universities and Research Institutes,Governance,2012,2623.0
Western Hemisphere,Guyana,UMIC,DOL,Government,Health and Population,2006,187538.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Administrative Costs,2006,18887.0
Western Hemisphere,Guyana,UMIC,STATE,Government,Governance,2001,112685.0
Western Hemisphere,Paraguay,UMIC,DOD,Government,Governance,2015,32069.0
Western Hemisphere,Honduras,LMIC,DOD,Government,Governance,1983,1728114.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Administrative Costs,2002,182715.0
Western Hemisphere,Guatemala,UMIC,PC,Government,Health and Population,2011,946259.0
Western Hemisphere,Panama,HIC,DOD,Government,Governance,2006,1435.0
Western Hemisphere,Dominican Republic,UMIC,PC,Government,Education,2019,695176.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Governance,2014,1217295.0
Western Hemisphere,Bolivia,LMIC,STATE,NGO,Governance,2015,32131.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Health and Population,2010,18408.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Agriculture,2003,502980.0
Western Hemisphere,Paraguay,UMIC,USAID,Enterprises,Health and Population,2010,14477.0
Western Hemisphere,Colombia,UMIC,USAID,NGO,Governance,2011,10106316.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Economic Growth,2003,2897.0
Western Hemisphere,Paraguay,UMIC,STATE,Government,Governance,2005,26089.0
Western Hemisphere,El Salvador,LMIC,USAID,Government,Administrative Costs,2009,23719.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Governance,2002,196890.0
Western Hemisphere,Mexico,UMIC,TDA,Enterprises,Economic Growth,2002,3466.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Governance,2019,2251000.0
Western Hemisphere,Mexico,UMIC,USAID,Government,Administrative Costs,2013,10601.0
Western Hemisphere,Jamaica,UMIC,USAID,Government,Education,2010,4007.0
Western Hemisphere,Guatemala,UMIC,USAID,NGO,Governance,2003,170188.0
Western Hemisphere,Colombia,UMIC,USAID,NGO,Humanitarian,2019,8000000.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2008,37155.0
Western Hemisphere,Nicaragua,LMIC,USAID,NGO,Governance,2016,357301.0
Western Hemisphere,Nicaragua,LMIC,PC,Government,Health and Population,2013,9299.0
Western Hemisphere,Peru,UMIC,TREAS,Government,Governance,2016,81865.0
Western Hemisphere,Haiti,LIC,USAID,Government,Governance,2018,21662.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Other,2002,2773.0
Western Hemisphere,Haiti,LIC,USAID,Church and Faith Based,Commodity Assistance,2009,184722.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Governance,2003,562379.0
Western Hemisphere,Honduras,LMIC,USAID,Government,Administrative Costs,2016,2815254.0
Western Hemisphere,Ecuador,UMIC,DOD,Government,Governance,2009,23651965.0
Western Hemisphere,Colombia,UMIC,USAID,Government,Administrative Costs,2018,1120.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Education,2004,398889.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2018,2891.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Health and Population,2005,128636.0
Western Hemisphere,Guatemala,UMIC,USAID,Church and Faith Based,Commodity Assistance,2007,18987.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Education,2009,4042.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Government,Other,1968,2330777.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Administrative Costs,2016,3255.0
Western Hemisphere,Bolivia,LMIC,USAID,Enterprises,Health and Population,2008,417358.0
Western Hemisphere,Peru,UMIC,IAF,NGO,Agriculture,2006,38720.0
Western Hemisphere,Ecuador,UMIC,USAID,Enterprises,Governance,2002,99154.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Other,2003,416463.0
Western Hemisphere,Honduras,LMIC,USAID,Government,Governance,2011,1190.0
Western Hemisphere,Nicaragua,LMIC,USAID,Universities and Research Institutes,Education,2012,292396.0
Western Hemisphere,Paraguay,UMIC,STATE,NGO,Governance,2010,227505.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Health and Population,2009,589413.0
Western Hemisphere,Ecuador,UMIC,STATE,Multilateral,Humanitarian,2018,731928.0
Western Hemisphere,Guatemala,UMIC,IAF,NGO,Governance,2008,70415.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Administrative Costs,2016,966.0
Western Hemisphere,Haiti,LIC,USAID,Multilateral,Governance,2018,1225535.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2021,3430.0
Western Hemisphere,Peru,UMIC,USAID,Enterprises,Health and Population,2010,23376.0
Western Hemisphere,Brazil,UMIC,TDA,Enterprises,Infrastructure,2014,25199.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Governance,2010,497.0
Western Hemisphere,Dominican Republic,UMIC,PC,Government,Governance,2017,145604.0
Western Hemisphere,Bolivia,LMIC,USAID,Government,Commodity Assistance,1996,1689.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Health and Population,2009,23440.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Health and Population,2011,148969.0
Western Hemisphere,Jamaica,UMIC,USAID,Enterprises,Administrative Costs,2020,2386.0
Western Hemisphere,Haiti,LIC,AGR,Government,Agriculture,2013,8834.0
Western Hemisphere,Honduras,LMIC,USAID,Government,Humanitarian,2004,19246.0
Western Hemisphere,Guyana,UMIC,USAID,Enterprises,Health and Population,2006,2024.0
Western Hemisphere,Jamaica,UMIC,USAID,Government,Administrative Costs,2019,1885.0
Western Hemisphere,Barbados,HIC,DOD,Government,Governance,2019,330000.0
Western Hemisphere,Colombia,UMIC,STATE,NGO,Governance,2016,41956.0
Western Hemisphere,Honduras,LMIC,USAID,Multilateral,Commodity Assistance,2005,948349.0
Western Hemisphere,Mexico,UMIC,DOE,Government,Infrastructure,2011,111154.0
Western Hemisphere,Nicaragua,LMIC,USAID,NGO,Governance,2012,464643.0
Western Hemisphere,Argentina,UMIC,IAF,NGO,Other,2014,295478.0
Western Hemisphere,El Salvador,LMIC,USAID,Universities and Research Institutes,Health and Population,2008,357735.0
Western Hemisphere,Nicaragua,LMIC,STATE,NGO,Governance,2004,55844.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Infrastructure,2008,5289.0
Western Hemisphere,Paraguay,UMIC,STATE,Government,Governance,2011,100209.0
Western Hemisphere,Mexico,UMIC,DOT,Government,Infrastructure,2008,11925.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Commodity Assistance,2005,99441.0
Western Hemisphere,Haiti,LIC,USAID,NGO,Health and Population,2008,238490.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Health and Population,2010,701268.0
Western Hemisphere,Brazil,UMIC,USAID,Enterprises,Administrative Costs,2012,234681.0
Western Hemisphere,Guatemala,UMIC,USAID,Universities and Research Institutes,Health and Population,2014,108231.0
Western Hemisphere,Guyana,UMIC,USAID,Government,Other,1975,779349.0
Western Hemisphere,Jamaica,UMIC,USAID,NGO,Governance,2017,499660.0
Western Hemisphere,Haiti,LIC,USAID,Government,Governance,2009,9409.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2016,137437.0
Western Hemisphere,Paraguay,UMIC,USAID,Enterprises,Other,2007,6886.0
Western Hemisphere,Ecuador,UMIC,USAID,NGO,Governance,2007,30427.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Multilateral,Governance,2002,31713.0
Western Hemisphere,Haiti,LIC,USAID,Government,Administrative Costs,2011,172416.0
Western Hemisphere,Argentina,UMIC,DOE,Government,Governance,2013,236404.0
Western Hemisphere,El Salvador,LMIC,USAID,Government,Humanitarian,2004,723041.0
Western Hemisphere,Honduras,LMIC,STATE,NGO,Governance,2016,47774.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Humanitarian,2018,6855.0
Western Hemisphere,Brazil,UMIC,TDA,Enterprises,Infrastructure,2017,11251.0
Western Hemisphere,Colombia,UMIC,DOE,Government,Infrastructure,2008,572376.0
Western Hemisphere,Bolivia,LMIC,USAID,NGO,Commodity Assistance,2006,36257.0
Western Hemisphere,Cuba,UMIC,USAID,Enterprises,Governance,2008,429282.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Governance,2017,3650960.0
Western Hemisphere,Peru,UMIC,USAID,Government,Administrative Costs,2005,3082441.0
Western Hemisphere,Haiti,LIC,USAID,Government,Administrative Costs,2006,660503.0
Western Hemisphere,Paraguay,UMIC,USAID,NGO,Humanitarian,2016,636987.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Education,2007,28787.0
Western Hemisphere,Peru,UMIC,USAID,Government,Administrative Costs,2015,573743.0
Western Hemisphere,Mexico,UMIC,DOI,NGO,Other,2003,204225.0
Western Hemisphere,Nicaragua,LMIC,USAID,Enterprises,Governance,2019,250000.0
Western Hemisphere,Bolivia,LMIC,USAID,Government,Administrative Costs,2021,4484.0
Western Hemisphere,Ecuador,UMIC,TREAS,Government,Governance,2020,272556.0
Western Hemisphere,Mexico,UMIC,USAID,Government,Other,1986,569469.0
Western Hemisphere,Argentina,UMIC,DOE,Government,Infrastructure,2010,302448.0
Western Hemisphere,Jamaica,UMIC,USAID,Government,Education,2007,6085.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Administrative Costs,2015,55277.0
Western Hemisphere,El Salvador,LMIC,DOD,Government,Governance,2009,10688415.0
Western Hemisphere,Haiti,LIC,USAID,Church and Faith Based,Governance,2005,1034980.0
Western Hemisphere,Brazil,UMIC,USAID,Enterprises,Infrastructure,2008,894.0
Western Hemisphere,Guatemala,UMIC,USAID,Enterprises,Administrative Costs,2010,1151188.0
Western Hemisphere,Costa Rica,UMIC,TREAS,Government,Governance,2012,16457.0
Western Hemisphere,Dominican Republic,UMIC,USAID,Enterprises,Administrative Costs,2016,3928.0
Western Hemisphere,Belize,UMIC,PC,Government,Other,2010,7283.0
Western Hemisphere,Honduras,LMIC,USAID,Enterprises,Administrative Costs,2013,136455.0
Western Hemisphere,Nicaragua,LMIC,USAID,NGO,Governance,2005,645135.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2013,61771.0
Western Hemisphere,Cuba,UMIC,USAID,NGO,Humanitarian,2005,129027.0
Western Hemisphere,Haiti,LIC,USAID,Multilateral,Humanitarian,2018,1212554.0
Western Hemisphere,Nicaragua,LMIC,USAID,NGO,Administrative Costs,2012,48573.0
Western Hemisphere,El Salvador,LMIC,USAID,NGO,Humanitarian,2001,343118.0
Western Hemisphere,Peru,UMIC,STATE,NGO,Governance,2018,56067.0
Western Hemisphere,Mexico,UMIC,USAID,Enterprises,Health and Population,2009,707296.0
Western Hemisphere,Paraguay,UMIC,DHS,Government,Economic Growth,2005,25613.0
Western Hemisphere,Jamaica,UMIC,USAID,Government,Humanitarian,2011,57296.0
Western Hemisphere,El Salvador,LMIC,USAID,NGO,Education,2013,138035.0
Western Hemisphere,Brazil,UMIC,USAID,Multilateral,Health and Population,2021,85643.0
Western Hemisphere,Mexico,UMIC,IAF,Government,Other,1983,901625.0
Western Hemisphere,Dominican Republic,UMIC,USAID,NGO,Education,2009,163245.0
Western Hemisphere,Paraguay,UMIC,USAID,NGO,Governance,2004,945763.0
Western Hemisphere,Jamaica,UMIC,STATE,Government,Governance,1994,958738.0
Western Hemisphere,Haiti,LIC,USAID,Enterprises,Administrative Costs,2015,7223.0
Western Hemisphere,Colombia,UMIC,USAID,NGO,Agriculture,2010,584390.0
